00:00:00,00:00:18.1014
00:00:18.1014,00:00:04.9216
00:00:23.023,00:00:03.712
00:00:26.735,00:00:01.8352
00:00:28.5702,00:00:01.8769
00:00:30.4471,00:00:07.3824
00:00:37.8295,00:00:07.3823
00:00:45.2118,00:00:13.5552
00:00:58.767,00:00:03.7538
00:01:02.5208,00:00:20.3537
00:01:22.8745,00:00:02.1688
00:01:25.0433,00:00:00.4588
00:01:25.5021,00:00:22.1889
00:01:47.691,00:00:07.007
00:01:54.698,00:00:00.626
00:01:55.324,00:00:02.335
00:01:57.659,00:00:02.461
00:02:00.12,00:00:03.962
00:02:04.082,00:00:00.626
00:02:04.708,00:00:00.626
00:02:05.334,00:00:00.667
00:02:06.001,00:00:00.542
00:02:06.543,00:00:01.877
00:02:08.42,00:00:00.167
00:02:08.587,00:00:06.256
00:02:14.843,00:00:01.376
00:02:16.219,00:00:00.709
00:02:16.928,00:00:00.334
00:02:17.262,00:00:16.558
00:02:33.82,00:00:03.379
00:02:37.199,00:00:11.761
00:02:48.96,00:00:01.001
00:02:49.961,00:00:07.341
00:02:57.302,00:00:03.17
00:03:00.472,00:00:20.145
00:03:20.617,00:00:07.883
00:03:28.5,00:00:01.71
00:03:30.21,00:00:06.298
00:03:36.508,00:00:01.877
00:03:38.385,00:00:10.218
00:03:48.603,00:00:04.004
00:03:52.607,00:00:01.961
00:03:54.568,00:00:02.085
00:03:56.653,00:00:02.586
00:03:59.239,00:00:04.087
00:04:03.326,00:00:01.252
00:04:04.578,00:00:02.752
00:04:07.33,00:00:00.167
00:04:07.497,00:00:00.042
00:04:07.539,00:00:00.25
00:04:07.789,00:00:00.209
00:04:07.998,00:00:00.125
00:04:08.123,00:00:00.459
00:04:08.582,00:00:00.166
00:04:08.748,00:00:01.043
00:04:09.791,00:00:00.376
00:04:10.167,00:00:00.125
00:04:10.292,00:00:00.083
00:04:10.375,00:00:00.167
00:04:10.542,00:00:01.001
00:04:11.543,00:00:00.25
00:04:11.793,00:00:00.084
00:04:11.877,00:00:00.417
00:04:12.294,00:00:01.126
00:04:13.42,00:00:00.125
00:04:13.545,00:00:00.083
00:04:13.628,00:00:00.126
00:04:13.754,00:00:00.166
00:04:13.92,00:00:00.084
00:04:14.004,00:00:00.083
00:04:14.087,00:00:00.084
00:04:14.171,00:00:00.125
00:04:14.296,00:00:00.083
00:04:14.379,00:00:00.084
00:04:14.463,00:00:00.125
00:04:14.588,00:00:00.458
00:04:15.046,00:00:00.126
00:04:15.172,00:00:00.125
00:04:15.297,00:00:00.041
00:04:15.338,00:00:00.251
00:04:15.589,00:00:01.585
00:04:17.174,00:00:00.375
00:04:17.549,00:00:04.463
00:04:22.012,00:00:01.376
00:04:23.388,00:00:00.459
00:04:23.847,00:00:00.125
00:04:23.972,00:00:00.125
00:04:24.097,00:00:00.042
00:04:24.139,00:00:00.292
00:04:24.431,00:00:00.042
00:04:24.473,00:00:00.25
00:04:24.723,00:00:00.125
00:04:24.848,00:00:00.083
00:04:24.931,00:00:00.042
00:04:24.973,00:00:00.083
00:04:25.056,00:00:00.209
00:04:25.265,00:00:00.542
00:04:25.807,00:00:00.209
00:04:26.016,00:00:00.041
00:04:26.057,00:00:00.084
00:04:26.141,00:00:00.083
00:04:26.224,00:00:00.084
00:04:26.308,00:00:24.816
00:04:51.124,00:00:08.384
00:04:59.508,00:00:12.262
00:05:11.77,00:00:05.839
00:05:17.609,00:00:02.502
00:05:20.111,00:00:11.971
00:05:32.082,00:00:01.668
00:05:33.75,00:00:01.96
00:05:35.71,00:00:02.253
00:05:37.963,00:00:00.292
00:05:38.255,00:00:00.041
00:05:38.296,00:00:01.001
00:05:39.297,00:00:00.542
00:05:39.839,00:00:01.669
00:05:41.508,00:00:45.003
00:06:26.511,00:00:52.97
00:07:19.481,00:00:05.088
00:07:24.569,00:00:15.682
00:07:40.251,00:00:00.543
00:07:40.794,00:00:05.63
00:07:46.424,00:00:00.584
00:07:47.008,00:00:07.549
00:07:54.557,00:00:04.255
00:07:58.812,00:00:13.847
00:08:12.659,00:00:06.506
00:08:19.165,00:00:08.425
00:08:27.59,00:00:06.298
00:08:33.888,00:00:04.004
00:08:37.892,00:00:01.252
00:08:39.144,00:00:01.71
00:08:40.854,00:00:05.297
00:08:46.151,00:00:01.751
00:08:47.902,00:00:06.674
00:08:54.576,00:00:12.554
00:09:07.13,00:00:03.503
00:09:10.633,00:00:02.67
00:09:13.303,00:00:09.009
00:09:22.312,00:00:05.213
00:09:27.525,00:00:02.461
00:09:29.986,00:00:05.464
00:09:35.45,00:00:02.419
00:09:37.869,00:00:05.631
00:09:43.5,00:00:02.294
00:09:45.794,00:00:02.711
00:09:48.505,00:00:03.461
00:09:51.966,00:00:08.717
00:10:00.683,00:00:05.214
00:10:05.897,00:00:02.794
00:10:08.691,00:00:01.71
00:10:10.401,00:00:04.588
00:10:14.989,00:00:06.257
00:10:21.246,00:00:01.876
00:10:23.122,00:00:05.089
00:10:28.211,00:00:02.961
00:10:31.172,00:00:04.338
00:10:35.51,00:00:04.338
00:10:39.848,00:00:05.463
00:10:45.311,00:00:03.045
00:10:48.356,00:00:08.842
00:10:57.198,00:00:09.927
00:11:07.125,00:00:10.135
00:11:17.26,00:00:02.586
00:11:19.846,00:00:09.134
00:11:28.98,00:00:02.92
00:11:31.9,00:00:02.919
00:11:34.819,00:00:03.003
00:11:37.822,00:00:02.878
00:11:40.7,00:00:02.836
00:11:43.536,00:00:03.003
00:11:46.539,00:00:02.92
00:11:49.459,00:00:02.919
00:11:52.378,00:00:05.714
00:11:58.092,00:00:01.585
00:11:59.677,00:00:01.293
00:12:00.97,00:00:00.084
00:12:01.054,00:00:00.083
00:12:01.137,00:00:00.084
00:12:01.221,00:00:00.083
00:12:01.304,00:00:00.083
00:12:01.387,00:00:00.084
00:12:01.471,00:00:00.083
00:12:01.554,00:00:00.084
00:12:01.638,00:00:00.083
00:12:01.721,00:00:00.125
00:12:01.846,00:00:00.751
00:12:02.597,00:00:01.46
00:12:04.057,00:00:01.334
00:12:05.391,00:00:03.17
00:12:08.561,00:00:00.042
00:12:08.603,00:00:01.335
00:12:09.938,00:00:01.334
00:12:11.272,00:00:00.042
00:12:11.314,00:00:01.627
00:12:12.941,00:00:05.505
00:12:18.446,00:00:06.715
00:12:25.161,00:00:02.419
00:12:27.58,00:00:03.128
00:12:30.708,00:00:05.547
00:12:36.255,00:00:01.585
00:12:37.84,00:00:03.129
00:12:40.969,00:00:02.46
00:12:43.429,00:00:15.307
00:12:58.736,00:00:02.127
00:13:00.863,00:00:02.294
00:13:03.157,00:00:05.756
00:13:08.913,00:00:02.211
00:13:11.124,00:00:04.129
00:13:15.253,00:00:02.043
00:13:17.296,00:00:02.42
00:13:19.716,00:00:04.796
00:13:24.512,00:00:01.919
00:13:26.431,00:00:02.377
00:13:28.808,00:00:01.71
00:13:30.518,00:00:02.461
