00:00:00,00:00:03.52
00:00:03.52,00:00:03.6
00:00:07.12,00:00:03.56
00:00:10.68,00:00:03.6
00:00:14.28,00:00:03.52
00:00:17.8,00:00:00.04
00:00:17.84,00:00:00.84
00:00:18.68,00:00:01.76
00:00:20.44,00:00:01.8
00:00:22.24,00:00:05.32
00:00:27.56,00:00:01.76
00:00:29.32,00:00:13.36
00:00:42.68,00:00:04.44
00:00:47.12,00:00:01.76
00:00:48.88,00:00:00.04
00:00:48.92,00:00:00.28
00:00:49.2,00:00:00.08
00:00:49.28,00:00:03.16
00:00:52.44,00:00:01.2
00:00:53.64,00:00:00.08
00:00:53.72,00:00:00.4
00:00:54.12,00:00:01.88
00:00:56,00:00:01.8
00:00:57.8,00:00:03.52
00:01:01.32,00:00:05.68
00:01:07,00:00:18.38
